IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Official,Ethiopia,,ETB,10/03/2022,50.8431,Trading Economics
Official,Ethiopia,,ETB,11/03/2022,50.8558,Trading Economics
Official,Ethiopia,,ETB,14/03/2022,50.8629,Trading Economics
Official,Ethiopia,,ETB,15/03/2022,50.8746,Trading Economics
Official,Ethiopia,,ETB,16/03/2022,50.8823,Trading Economics
Official,Ethiopia,,ETB,17/03/2022,50.8935,Trading Economics
Official,Ethiopia,,ETB,18/03/2022,50.9011,Trading Economics
Official,Ethiopia,,ETB,21/03/2022,50.9133,Trading Economics
Official,Ethiopia,,ETB,22/03/2022,50.9204,Trading Economics
Official,Ethiopia,,ETB,23/03/2022,50.9322,Trading Economics
Official,Ethiopia,,ETB,24/03/2022,50.9398,Trading Economics
Official,Ethiopia,,ETB,25/03/2022,50.951,Trading Economics
Official,Ethiopia,,ETB,28/03/2022,50.9581,Trading Economics
Official,Ethiopia,,ETB,29/03/2022,50.9683,Trading Economics
Official,Ethiopia,,ETB,30/03/2022,50.975,Trading Economics
Official,Ethiopia,,ETB,31/03/2022,50.9867,Trading Economics
Official,Ethiopia,,ETB,01/04/2022,51.0091,Trading Economics
Official,Ethiopia,,ETB,04/04/2022,51.0254,Trading Economics
Official,Ethiopia,,ETB,05/04/2022,51.0489,Trading Economics
Official,Ethiopia,,ETB,06/04/2022,51.0642,Trading Economics
Official,Ethiopia,,ETB,07/04/2022,51.0887,Trading Economics
Official,Ethiopia,,ETB,08/04/2022,51.1056,Trading Economics
Official,Ethiopia,,ETB,11/04/2022,51.1296,Trading Economics
Official,Ethiopia,,ETB,12/04/2022,51.147,Trading Economics
Official,Ethiopia,,ETB,13/04/2022,51.1705,Trading Economics
Official,Ethiopia,,ETB,14/04/2022,51.1884,Trading Economics
Official,Ethiopia,,ETB,15/04/2022,51.213,Trading Economics
Official,Ethiopia,,ETB,18/04/2022,51.2314,Trading Economics
Official,Ethiopia,,ETB,19/04/2022,51.2555,Trading Economics
Official,Ethiopia,,ETB,20/04/2022,51.2724,Trading Economics
Official,Ethiopia,,ETB,21/04/2022,51.297,Trading Economics
Official,Ethiopia,,ETB,22/04/2022,51.297,Trading Economics
Official,Ethiopia,,ETB,25/04/2022,51.3155,Trading Economics
Official,Ethiopia,,ETB,26/04/2022,51.3391,Trading Economics
Official,Ethiopia,,ETB,27/04/2022,51.3571,Trading Economics
Official,Ethiopia,,ETB,28/04/2022,51.3822,Trading Economics
Official,Ethiopia,,ETB,29/04/2022,51.3992,Trading Economics
Official,Ethiopia,,ETB,02/05/2022,51.3992,Trading Economics
Official,Ethiopia,,ETB,03/05/2022,51.4064,Trading Economics
Official,Ethiopia,,ETB,04/05/2022,51.4167,Trading Economics
Official,Ethiopia,,ETB,05/05/2022,51.4167,Trading Economics
Official,Ethiopia,,ETB,06/05/2022,51.4234,Trading Economics
Official,Ethiopia,,ETB,09/05/2022,51.4331,Trading Economics
Official,Ethiopia,,ETB,10/05/2022,51.4401,Trading Economics
Official,Ethiopia,,ETB,11/05/2022,51.4509,Trading Economics
Official,Ethiopia,,ETB,12/05/2022,51.4571,Trading Economics
Official,Ethiopia,,ETB,13/05/2022,51.4676,Trading Economics
Official,Ethiopia,,ETB,16/05/2022,51.4738,Trading Economics
Official,Ethiopia,,ETB,17/05/2022,51.4841,Trading Economics
Official,Ethiopia,,ETB,18/05/2022,51.491,Trading Economics
Official,Ethiopia,,ETB,19/05/2022,51.5018,Trading Economics
Official,Ethiopia,,ETB,20/05/2022,51.5075,Trading Economics
Official,Ethiopia,,ETB,23/05/2022,51.5173,Trading Economics
Official,Ethiopia,,ETB,24/05/2022,51.5245,Trading Economics
Official,Ethiopia,,ETB,25/05/2022,51.5358,Trading Economics
Official,Ethiopia,,ETB,26/05/2022,51.542,Trading Economics
Official,Ethiopia,,ETB,27/05/2022,51.5523,Trading Economics
Official,Ethiopia,,ETB,30/05/2022,51.558,Trading Economics
Official,Ethiopia,,ETB,31/05/2022,51.5678,Trading Economics
Official,Ethiopia,,ETB,01/06/2022,51.5895,Trading Economics
Official,Ethiopia,,ETB,02/06/2022,51.6085,Trading Economics
Official,Ethiopia,,ETB,03/06/2022,51.6302,Trading Economics
Official,Ethiopia,,ETB,06/06/2022,51.6462,Trading Economics
Official,Ethiopia,,ETB,07/06/2022,51.6684,Trading Economics
Official,Ethiopia,,ETB,08/06/2022,51.6855,Trading Economics
Official,Ethiopia,,ETB,09/06/2022,51.7072,Trading Economics
Official,Ethiopia,,ETB,10/06/2022,51.7235,Trading Economics
Official,Ethiopia,,ETB,13/06/2022,51.7458,Trading Economics
Official,Ethiopia,,ETB,14/06/2022,51.7629,Trading Economics
Official,Ethiopia,,ETB,15/06/2022,51.7852,Trading Economics
Official,Ethiopia,,ETB,16/06/2022,51.8017,Trading Economics
Official,Ethiopia,,ETB,17/06/2022,51.824,Trading Economics
Official,Ethiopia,,ETB,20/06/2022,51.8396,Trading Economics
Official,Ethiopia,,ETB,21/06/2022,51.8608,Trading Economics
Official,Ethiopia,,ETB,22/06/2022,51.8774,Trading Economics
Official,Ethiopia,,ETB,23/06/2022,51.8997,Trading Economics
Official,Ethiopia,,ETB,24/06/2022,51.9169,Trading Economics
Official,Ethiopia,,ETB,27/06/2022,51.9387,Trading Economics
Official,Ethiopia,,ETB,28/06/2022,51.9548,Trading Economics
Official,Ethiopia,,ETB,29/06/2022,51.9772,Trading Economics
Official,Ethiopia,,ETB,30/06/2022,51.9938,Trading Economics
Official,Ethiopia,,ETB,01/07/2022,51.9995,Trading Economics
Official,Ethiopia,,ETB,04/07/2022,52.0042,Trading Economics
Official,Ethiopia,,ETB,05/07/2022,52.0141,Trading Economics
Official,Ethiopia,,ETB,06/07/2022,52.0203,Trading Economics
Official,Ethiopia,,ETB,07/07/2022,52.0297,Trading Economics
Official,Ethiopia,,ETB,08/07/2022,52.0344,Trading Economics
Official,Ethiopia,,ETB,11/07/2022,52.0448,Trading Economics
Official,Ethiopia,,ETB,12/07/2022,52.0495,Trading Economics
Official,Ethiopia,,ETB,13/07/2022,52.0588,Trading Economics
Official,Ethiopia,,ETB,14/07/2022,52.064,Trading Economics
Official,Ethiopia,,ETB,15/07/2022,52.0734,Trading Economics
Official,Ethiopia,,ETB,18/07/2022,52.0791,Trading Economics
Official,Ethiopia,,ETB,19/07/2022,52.089,Trading Economics
Official,Ethiopia,,ETB,20/07/2022,52.0937,Trading Economics
Official,Ethiopia,,ETB,21/07/2022,52.1031,Trading Economics
Official,Ethiopia,,ETB,22/07/2022,52.1083,Trading Economics
Official,Ethiopia,,ETB,25/07/2022,52.1166,Trading Economics
Official,Ethiopia,,ETB,26/07/2022,52.1213,Trading Economics
Official,Ethiopia,,ETB,27/07/2022,52.1291,Trading Economics
Official,Ethiopia,,ETB,28/07/2022,52.1338,Trading Economics
Official,Ethiopia,,ETB,29/07/2022,52.1427,Trading Economics
Official,Ethiopia,,ETB,01/08/2022,52.1604,Trading Economics
Official,Ethiopia,,ETB,02/08/2022,52.1698,Trading Economics
Official,Ethiopia,,ETB,03/08/2022,52.1865,Trading Economics
Official,Ethiopia,,ETB,04/08/2022,52.1964,Trading Economics
Official,Ethiopia,,ETB,05/08/2022,52.2137,Trading Economics
Official,Ethiopia,,ETB,08/08/2022,52.2231,Trading Economics
Official,Ethiopia,,ETB,09/08/2022,52.2398,Trading Economics
Official,Ethiopia,,ETB,10/08/2022,52.2502,Trading Economics
Official,Ethiopia,,ETB,11/08/2022,52.268,Trading Economics
Official,Ethiopia,,ETB,12/08/2022,52.2795,Trading Economics
Official,Ethiopia,,ETB,15/08/2022,52.2967,Trading Economics
Official,Ethiopia,,ETB,16/08/2022,52.3067,Trading Economics
Official,Ethiopia,,ETB,17/08/2022,52.3244,Trading Economics
Official,Ethiopia,,ETB,18/08/2022,52.336,Trading Economics
Official,Ethiopia,,ETB,19/08/2022,52.3527,Trading Economics
Official,Ethiopia,,ETB,22/08/2022,52.3637,Trading Economics
Official,Ethiopia,,ETB,23/08/2022,52.381,Trading Economics
Official,Ethiopia,,ETB,24/08/2022,52.3909,Trading Economics
Official,Ethiopia,,ETB,25/08/2022,52.4077,Trading Economics
Official,Ethiopia,,ETB,26/08/2022,52.4171,Trading Economics
Official,Ethiopia,,ETB,29/08/2022,52.4344,Trading Economics
Official,Ethiopia,,ETB,30/08/2022,52.4454,Trading Economics
Official,Ethiopia,,ETB,31/08/2022,52.4617,Trading Economics
Official,Ethiopia,,ETB,01/09/2022,52.4696,Trading Economics
Official,Ethiopia,,ETB,02/09/2022,52.4738,Trading Economics
Official,Ethiopia,,ETB,05/09/2022,52.4811,Trading Economics
Official,Ethiopia,,ETB,06/09/2022,52.4895,Trading Economics
Official,Ethiopia,,ETB,07/09/2022,52.4932,Trading Economics
Official,Ethiopia,,ETB,08/09/2022,52.5011,Trading Economics
Official,Ethiopia,,ETB,09/09/2022,52.5047,Trading Economics
Official,Ethiopia,,ETB,12/09/2022,52.5126,Trading Economics
Official,Ethiopia,,ETB,13/09/2022,52.5173,Trading Economics
Official,Ethiopia,,ETB,14/09/2022,52.5252,Trading Economics
Official,Ethiopia,,ETB,15/09/2022,52.5284,Trading Economics
Official,Ethiopia,,ETB,16/09/2022,52.5357,Trading Economics
Official,Ethiopia,,ETB,19/09/2022,52.5404,Trading Economics
Official,Ethiopia,,ETB,20/09/2022,52.5494,Trading Economics
Official,Ethiopia,,ETB,21/09/2022,52.5531,Trading Economics
Official,Ethiopia,,ETB,22/09/2022,52.5609,Trading Economics
Official,Ethiopia,,ETB,23/09/2022,52.5646,Trading Economics
Official,Ethiopia,,ETB,26/09/2022,52.573,Trading Economics
Official,Ethiopia,,ETB,27/09/2022,52.573,Trading Economics
Official,Ethiopia,,ETB,28/09/2022,52.5772,Trading Economics
Official,Ethiopia,,ETB,29/09/2022,52.5846,Trading Economics
Official,Ethiopia,,ETB,30/09/2022,52.5893,Trading Economics
Official,Ethiopia,,ETB,03/10/2022,52.6062,Trading Economics
Official,Ethiopia,,ETB,04/10/2022,52.6183,Trading Economics
Official,Ethiopia,,ETB,05/10/2022,52.6346,Trading Economics
Official,Ethiopia,,ETB,06/10/2022,52.6446,Trading Economics
Official,Ethiopia,,ETB,07/10/2022,52.6614,Trading Economics
Official,Ethiopia,,ETB,10/10/2022,52.6725,Trading Economics
Official,Ethiopia,,ETB,11/10/2022,52.6899,Trading Economics
Official,Ethiopia,,ETB,12/10/2022,52.6999,Trading Economics
Official,Ethiopia,,ETB,13/10/2022,52.7162,Trading Economics
Official,Ethiopia,,ETB,14/10/2022,52.7267,Trading Economics
Official,Ethiopia,,ETB,17/10/2022,52.7436,Trading Economics
Official,Ethiopia,,ETB,18/10/2022,52.7547,Trading Economics
Official,Ethiopia,,ETB,19/10/2022,52.771,Trading Economics
Official,Ethiopia,,ETB,20/10/2022,52.7805,Trading Economics
Official,Ethiopia,,ETB,21/10/2022,52.7964,Trading Economics
Official,Ethiopia,,ETB,24/10/2022,52.7,Trading Economics
Official,Ethiopia,,ETB,25/10/2022,52.8223,Trading Economics
Official,Ethiopia,,ETB,26/10/2022,52.8333,Trading Economics
Official,Ethiopia,,ETB,27/10/2022,52.8503,Trading Economics
Official,Ethiopia,,ETB,28/10/2022,52.8603,Trading Economics
Official,Ethiopia,,ETB,31/10/2022,52.8777,Trading Economics
Official,Ethiopia,,ETB,01/11/2022,52.8867,Trading Economics
Official,Ethiopia,,ETB,02/11/2022,52.8915,Trading Economics
Official,Ethiopia,,ETB,03/11/2022,52.901,Trading Economics
Official,Ethiopia,,ETB,04/11/2022,52.9063,Trading Economics
Official,Ethiopia,,ETB,07/11/2022,52.9148,Trading Economics
Official,Ethiopia,,ETB,08/11/2022,52.9206,Trading Economics
Official,Ethiopia,,ETB,09/11/2022,52.9301,Trading Economics
Official,Ethiopia,,ETB,10/11/2022,52.9343,Trading Economics
Official,Ethiopia,,ETB,11/11/2022,52.9433,Trading Economics
Official,Ethiopia,,ETB,14/11/2022,52.9486,Trading Economics
Official,Ethiopia,,ETB,15/11/2022,52.9571,Trading Economics
Official,Ethiopia,,ETB,16/11/2022,52.9619,Trading Economics
Official,Ethiopia,,ETB,17/11/2022,52.9714,Trading Economics
Official,Ethiopia,,ETB,18/11/2022,52.9772,Trading Economics
Official,Ethiopia,,ETB,21/11/2022,52.9862,Trading Economics
Official,Ethiopia,,ETB,22/11/2022,52.9915,Trading Economics
Official,Ethiopia,,ETB,23/11/2022,53,Trading Economics
Official,Ethiopia,,ETB,24/11/2022,53.0048,Trading Economics
Official,Ethiopia,,ETB,25/11/2022,53.0133,Trading Economics
Official,Ethiopia,,ETB,28/11/2022,53.0186,Trading Economics
Official,Ethiopia,,ETB,29/11/2022,53.0281,Trading Economics
Official,Ethiopia,,ETB,30/11/2022,53.0339,Trading Economics
Official,Ethiopia,,ETB,01/12/2022,53.0514,Trading Economics
Official,Ethiopia,,ETB,02/12/2022,53.061,Trading Economics
Official,Ethiopia,,ETB,05/12/2022,53.0774,Trading Economics
Official,Ethiopia,,ETB,06/12/2022,53.0886,Trading Economics
Official,Ethiopia,,ETB,07/12/2022,53.1056,Trading Economics
Official,Ethiopia,,ETB,08/12/2022,53.1157,Trading Economics
Official,Ethiopia,,ETB,09/12/2022,53.1316,Trading Economics
Official,Ethiopia,,ETB,12/12/2022,53.1422,Trading Economics
Official,Ethiopia,,ETB,13/12/2022,53.1603,Trading Economics
Official,Ethiopia,,ETB,14/12/2022,53.172,Trading Economics
Official,Ethiopia,,ETB,15/12/2022,53.1895,Trading Economics
Official,Ethiopia,,ETB,16/12/2022,53.1996,Trading Economics
Official,Ethiopia,,ETB,19/12/2022,53.2177,Trading Economics
Official,Ethiopia,,ETB,20/12/2022,53.2177,Trading Economics
Official,Ethiopia,,ETB,21/12/2022,53.2465,Trading Economics
Official,Ethiopia,,ETB,22/12/2022,53.2566,Trading Economics
Official,Ethiopia,,ETB,23/12/2022,53.2742,Trading Economics
Official,Ethiopia,,ETB,26/12/2022,53.2848,Trading Economics
Official,Ethiopia,,ETB,27/12/2022,53.3013,Trading Economics
Official,Ethiopia,,ETB,28/12/2022,53.3109,Trading Economics
Official,Ethiopia,,ETB,29/12/2022,53.3285,Trading Economics
Official,Ethiopia,,ETB,30/12/2022,53.3387,Trading Economics
Official,Ethiopia,,ETB,02/01/2023,53.3477,Trading Economics
Official,Ethiopia,,ETB,03/01/2023,53.352,Trading Economics
Official,Ethiopia,,ETB,04/01/2023,53.3605,Trading Economics
Official,Ethiopia,,ETB,05/01/2023,53.3643,Trading Economics
Official,Ethiopia,,ETB,06/01/2023,53.3728,Trading Economics
Official,Ethiopia,,ETB,09/01/2023,53.3765,Trading Economics
Official,Ethiopia,,ETB,10/01/2023,53.3845,Trading Economics
Official,Ethiopia,,ETB,11/01/2023,53.3888,Trading Economics
Official,Ethiopia,,ETB,12/01/2023,53.3974,Trading Economics
Official,Ethiopia,,ETB,13/01/2023,53.4006,Trading Economics
Official,Ethiopia,,ETB,16/01/2023,53.408,Trading Economics
Official,Ethiopia,,ETB,17/01/2023,53.4128,Trading Economics
Official,Ethiopia,,ETB,18/01/2023,53.4219,Trading Economics
Official,Ethiopia,,ETB,19/01/2023,53.4219,Trading Economics
Official,Ethiopia,,ETB,20/01/2023,53.4257,Trading Economics
Official,Ethiopia,,ETB,23/01/2023,53.4337,Trading Economics
Official,Ethiopia,,ETB,24/01/2023,53.4374,Trading Economics
Official,Ethiopia,,ETB,25/01/2023,53.4449,Trading Economics
Official,Ethiopia,,ETB,26/01/2023,53.4492,Trading Economics
Official,Ethiopia,,ETB,27/01/2023,53.4577,Trading Economics
Official,Ethiopia,,ETB,30/01/2023,53.4625,Trading Economics
Official,Ethiopia,,ETB,31/01/2023,53.4716,Trading Economics
Official,Ethiopia,,ETB,01/02/2023,53.4877,Trading Economics
Official,Ethiopia,,ETB,02/02/2023,53.501,Trading Economics
Official,Ethiopia,,ETB,03/02/2023,53.5171,Trading Economics
Official,Ethiopia,,ETB,06/02/2023,53.5273,Trading Economics
Official,Ethiopia,,ETB,07/02/2023,53.5439,Trading Economics
Official,Ethiopia,,ETB,08/02/2023,53.5551,Trading Economics
Official,Ethiopia,,ETB,09/02/2023,53.5712,Trading Economics
Official,Ethiopia,,ETB,10/02/2023,53.5819,Trading Economics
Official,Ethiopia,,ETB,13/02/2023,53.599,Trading Economics
Official,Ethiopia,,ETB,14/02/2023,53.6103,Trading Economics
Official,Ethiopia,,ETB,15/02/2023,53.6269,Trading Economics
Official,Ethiopia,,ETB,16/02/2023,53.6376,Trading Economics
Official,Ethiopia,,ETB,17/02/2023,53.6543,Trading Economics
Official,Ethiopia,,ETB,20/02/2023,53.6639,Trading Economics
Official,Ethiopia,,ETB,21/02/2023,53.6795,Trading Economics
Official,Ethiopia,,ETB,22/02/2023,53.6897,Trading Economics
Official,Ethiopia,,ETB,23/02/2023,53.7063,Trading Economics
Official,Ethiopia,,ETB,24/02/2023,53.7176,Trading Economics
Official,Ethiopia,,ETB,27/02/2023,53.7337,Trading Economics
Official,Ethiopia,,ETB,28/02/2023,53.7445,Trading Economics
Official,Ethiopia,,ETB,01/03/2023,53.7531,Trading Economics
Official,Ethiopia,,ETB,02/03/2023,53.7531,Trading Economics
Official,Ethiopia,,ETB,03/03/2023,53.7579,Trading Economics
Official,Ethiopia,,ETB,06/03/2023,53.7676,Trading Economics
Official,Ethiopia,,ETB,07/03/2023,53.7729,Trading Economics
Official,Ethiopia,,ETB,08/03/2023,53.7832,Trading Economics
Official,Ethiopia,,ETB,09/03/2023,53.788,Trading Economics
Official,Ethiopia,,ETB,10/03/2023,53.7966,Trading Economics
Official,Ethiopia,,ETB,13/03/2023,53.8009,Trading Economics
Official,Ethiopia,,ETB,14/03/2023,53.8106,Trading Economics
Official,Ethiopia,,ETB,15/03/2023,53.71,Trading Economics
Official,Ethiopia,,ETB,16/03/2023,53.8251,Trading Economics
Official,Ethiopia,,ETB,17/03/2023,53.73,Trading Economics
Official,Ethiopia,,ETB,20/03/2023,53.8407,Trading Economics
Official,Ethiopia,,ETB,21/03/2023,53.8456,Trading Economics
Official,Ethiopia,,ETB,22/03/2023,53.8456,Trading Economics
Official,Ethiopia,,ETB,23/03/2023,53.8607,Trading Economics
Official,Ethiopia,,ETB,24/03/2023,53.8704,Trading Economics
Official,Ethiopia,,ETB,27/03/2023,53.8752,Trading Economics
Official,Ethiopia,,ETB,28/03/2023,53.8833,Trading Economics
Official,Ethiopia,,ETB,29/03/2023,53.8887,Trading Economics
Official,Ethiopia,,ETB,30/03/2023,53.8978,Trading Economics
Official,Ethiopia,,ETB,31/03/2023,53.9027,Trading Economics
Official,Ethiopia,,ETB,03/04/2023,53.9189,Trading Economics
Official,Ethiopia,,ETB,04/04/2023,53.9302,Trading Economics
Official,Ethiopia,,ETB,05/04/2023,53.9469,Trading Economics
Official,Ethiopia,,ETB,06/04/2023,53.9566,Trading Economics
Official,Ethiopia,,ETB,07/04/2023,53.9566,Trading Economics
Official,Ethiopia,,ETB,10/04/2023,53.9847,Trading Economics
Official,Ethiopia,,ETB,11/04/2023,54.0019,Trading Economics
Official,Ethiopia,,ETB,12/04/2023,54.0117,Trading Economics
Official,Ethiopia,,ETB,13/04/2023,54.0295,Trading Economics
Official,Ethiopia,,ETB,14/04/2023,54.0295,Trading Economics
Official,Ethiopia,,ETB,17/04/2023,54.0403,Trading Economics
Official,Ethiopia,,ETB,18/04/2023,54.0576,Trading Economics
Official,Ethiopia,,ETB,19/04/2023,54.0679,Trading Economics
Official,Ethiopia,,ETB,20/04/2023,54.0852,Trading Economics
Official,Ethiopia,,ETB,21/04/2023,54.0852,Trading Economics
Official,Ethiopia,,ETB,24/04/2023,54.1133,Trading Economics
Official,Ethiopia,,ETB,25/04/2023,54.1241,Trading Economics
Official,Ethiopia,,ETB,26/04/2023,54.1414,Trading Economics
Official,Ethiopia,,ETB,27/04/2023,54.1517,Trading Economics
Official,Ethiopia,,ETB,28/04/2023,54.1696,Trading Economics
Official,Ethiopia,,ETB,01/05/2023,54.1696,Trading Economics
Official,Ethiopia,,ETB,02/05/2023,54.1793,Trading Economics
Official,Ethiopia,,ETB,03/05/2023,54.1837,Trading Economics
Official,Ethiopia,,ETB,04/05/2023,54.1929,Trading Economics
Official,Ethiopia,,ETB,05/05/2023,54.1929,Trading Economics
Official,Ethiopia,,ETB,08/05/2023,54.1967,Trading Economics
Official,Ethiopia,,ETB,09/05/2023,54.2048,Trading Economics
Official,Ethiopia,,ETB,10/05/2023,54.2048,Trading Economics
Official,Ethiopia,,ETB,11/05/2023,54.2167,Trading Economics
Official,Ethiopia,,ETB,12/05/2023,54.2211,Trading Economics
Official,Ethiopia,,ETB,15/05/2023,54.2297,Trading Economics
Official,Ethiopia,,ETB,16/05/2023,54.233,Trading Economics
Official,Ethiopia,,ETB,17/05/2023,54.2406,Trading Economics
Official,Ethiopia,,ETB,18/05/2023,54.2455,Trading Economics
Official,Ethiopia,,ETB,19/05/2023,54.2547,Trading Economics
Official,Ethiopia,,ETB,22/05/2023,54.2585,Trading Economics
Official,Ethiopia,,ETB,23/05/2023,54.2672,Trading Economics
Official,Ethiopia,,ETB,24/05/2023,54.2715,Trading Economics
Official,Ethiopia,,ETB,25/05/2023,54.2802,Trading Economics
Official,Ethiopia,,ETB,26/05/2023,54.2835,Trading Economics
Official,Ethiopia,,ETB,29/05/2023,54.2927,Trading Economics
Official,Ethiopia,,ETB,30/05/2023,54.2965,Trading Economics
Official,Ethiopia,,ETB,31/05/2023,54.3041,Trading Economics
Official,Ethiopia,,ETB,01/06/2023,54.3204,Trading Economics
Official,Ethiopia,,ETB,02/06/2023,54.3312,Trading Economics
Official,Ethiopia,,ETB,05/06/2023,54.3475,Trading Economics
Official,Ethiopia,,ETB,06/06/2023,54.3579,Trading Economics
Official,Ethiopia,,ETB,07/06/2023,54.3747,Trading Economics
Official,Ethiopia,,ETB,08/06/2023,54.3861,Trading Economics
Official,Ethiopia,,ETB,09/06/2023,54.4025,Trading Economics
Official,Ethiopia,,ETB,12/06/2023,54.4133,Trading Economics
Official,Ethiopia,,ETB,13/06/2023,54.4302,Trading Economics
Official,Ethiopia,,ETB,14/06/2023,54.4416,Trading Economics
Official,Ethiopia,,ETB,15/06/2023,54.458,Trading Economics
Official,Ethiopia,,ETB,16/06/2023,54.4683,Trading Economics
Official,Ethiopia,,ETB,19/06/2023,54.4852,Trading Economics
Official,Ethiopia,,ETB,20/06/2023,54.4956,Trading Economics
Official,Ethiopia,,ETB,21/06/2023,54.5114,Trading Economics
Official,Ethiopia,,ETB,22/06/2023,54.5223,Trading Economics
Official,Ethiopia,,ETB,23/06/2023,54.5392,Trading Economics
Official,Ethiopia,,ETB,26/06/2023,54.5506,Trading Economics
Official,Ethiopia,,ETB,27/06/2023,54.567,Trading Economics
Official,Ethiopia,,ETB,28/06/2023,54.567,Trading Economics
Official,Ethiopia,,ETB,29/06/2023,54.5773,Trading Economics
Official,Ethiopia,,ETB,30/06/2023,54.5943,Trading Economics
Official,Ethiopia,,ETB,03/07/2023,54.6052,Trading Economics
Official,Ethiopia,,ETB,04/07/2023,54.6101,Trading Economics
Official,Ethiopia,,ETB,05/07/2023,54.6205,Trading Economics
Official,Ethiopia,,ETB,06/07/2023,54.6271,Trading Economics
Official,Ethiopia,,ETB,07/07/2023,54.6369,Trading Economics
Official,Ethiopia,,ETB,10/07/2023,54.6418,Trading Economics
Official,Ethiopia,,ETB,11/07/2023,54.6533,Trading Economics
Official,Ethiopia,,ETB,12/07/2023,54.6582,Trading Economics
Official,Ethiopia,,ETB,13/07/2023,54.668,Trading Economics
Official,Ethiopia,,ETB,14/07/2023,54.6735,Trading Economics
Official,Ethiopia,,ETB,17/07/2023,54.6834,Trading Economics
Official,Ethiopia,,ETB,18/07/2023,54.6894,Trading Economics
Official,Ethiopia,,ETB,19/07/2023,54.6998,Trading Economics
Official,Ethiopia,,ETB,20/07/2023,54.7047,Trading Economics
Official,Ethiopia,,ETB,21/07/2023,54.7145,Trading Economics
Official,Ethiopia,,ETB,24/07/2023,54.72,Trading Economics
Official,Ethiopia,,ETB,25/07/2023,54.732,Trading Economics
Official,Ethiopia,,ETB,26/07/2023,54.737,Trading Economics
Official,Ethiopia,,ETB,27/07/2023,54.7468,Trading Economics
Official,Ethiopia,,ETB,28/07/2023,54.7517,Trading Economics
Official,Ethiopia,,ETB,31/07/2023,54.7611,Trading Economics
Official,Ethiopia,,ETB,01/08/2023,54.778,Trading Economics
Official,Ethiopia,,ETB,02/08/2023,54.7879,Trading Economics
Official,Ethiopia,,ETB,03/08/2023,54.8054,Trading Economics
Official,Ethiopia,,ETB,04/08/2023,54.8147,Trading Economics
Official,Ethiopia,,ETB,07/08/2023,54.8328,Trading Economics
Official,Ethiopia,,ETB,08/08/2023,54.8427,Trading Economics
Official,Ethiopia,,ETB,09/08/2023,54.8602,Trading Economics
Official,Ethiopia,,ETB,10/08/2023,54.8602,Trading Economics
Official,Ethiopia,,ETB,11/08/2023,54.8899,Trading Economics
Official,Ethiopia,,ETB,14/08/2023,54.902,Trading Economics
Official,Ethiopia,,ETB,15/08/2023,54.9201,Trading Economics
Official,Ethiopia,,ETB,16/08/2023,54.9305,Trading Economics
Official,Ethiopia,,ETB,17/08/2023,54.9492,Trading Economics
Official,Ethiopia,,ETB,18/08/2023,54.9613,Trading Economics
Official,Ethiopia,,ETB,21/08/2023,54.9789,Trading Economics
Official,Ethiopia,,ETB,22/08/2023,54.9789,Trading Economics
Official,Ethiopia,,ETB,23/08/2023,55.008,Trading Economics
Official,Ethiopia,,ETB,24/08/2023,55.0185,Trading Economics
Official,Ethiopia,,ETB,25/08/2023,55.0361,Trading Economics
Official,Ethiopia,,ETB,28/08/2023,55.046,Trading Economics
Official,Ethiopia,,ETB,29/08/2023,55.0647,Trading Economics
Official,Ethiopia,,ETB,30/08/2023,55.0647,Trading Economics
Official,Ethiopia,,ETB,31/08/2023,55.0944,Trading Economics
Official,Ethiopia,,ETB,01/09/2023,55.1032,Trading Economics
Official,Ethiopia,,ETB,04/09/2023,55.1082,Trading Economics
Official,Ethiopia,,ETB,05/09/2023,55.1165,Trading Economics
Official,Ethiopia,,ETB,06/09/2023,55.1258,Trading Economics
Official,Ethiopia,,ETB,07/09/2023,55.1258,Trading Economics
Official,Ethiopia,,ETB,08/09/2023,55.1391,Trading Economics
Official,Ethiopia,,ETB,11/09/2023,55.1435,Trading Economics
Official,Ethiopia,,ETB,12/09/2023,55.1435,Trading Economics
Official,Ethiopia,,ETB,13/09/2023,55.1528,Trading Economics
Official,Ethiopia,,ETB,14/09/2023,55.1528,Trading Economics
Official,Ethiopia,,ETB,15/09/2023,55.1666,Trading Economics
Official,Ethiopia,,ETB,18/09/2023,55.171,Trading Economics
Official,Ethiopia,,ETB,19/09/2023,55.1793,Trading Economics
Official,Ethiopia,,ETB,20/09/2023,55.1843,Trading Economics
Official,Ethiopia,,ETB,21/09/2023,55.1948,Trading Economics
Official,Ethiopia,,ETB,22/09/2023,55.1992,Trading Economics
Official,Ethiopia,,ETB,25/09/2023,55.208,Trading Economics
Official,Ethiopia,,ETB,26/09/2023,55.2124,Trading Economics
Official,Ethiopia,,ETB,27/09/2023,55.2124,Trading Economics
Official,Ethiopia,,ETB,28/09/2023,55.2124,Trading Economics
Official,Ethiopia,,ETB,29/09/2023,55.2224,Trading Economics
Official,Ethiopia,,ETB,02/10/2023,55.2273,Trading Economics
Official,Ethiopia,,ETB,03/10/2023,55.2362,Trading Economics
Official,Ethiopia,,ETB,04/10/2023,55.2417,Trading Economics
Official,Ethiopia,,ETB,05/10/2023,55.2417,Trading Economics
